sku,product_name,product_name_ar,price,processed_product_name,processed_product_name_ar,combined_master_name,master_dosage,master_form
671,ANSELACOX 90 MG 30 TAB,انسيلاكوكس 90 مجم 30 قرص,235.5,anselacox 90 mg 30 tablet,انسيلاكوكس 90 mg 30 tablet,انسيلاكوكس 90 مجم 30 قرص ANSELACOX 90 MG 30 TAB,90MG,
1008,DOXIUM 500 MG 30 CAP,دوكسيوم 500 مجم 30 كبسول,275.0,doxium 500 mg 30 capsule,دوكسيوم 500 mg 30 كبسول,دوكسيوم 500 مجم 30 كبسول DOXIUM 500 MG 30 CAP,500MG,
1291,BETMIGA 50 MG 30 TAB,بيتميجا 50 مجم 30 قرص,562.0,betmiga 50 mg 30 tablet,بيتميجا 50 mg 30 tablet,بيتميجا 50 مجم 30 قرص BETMIGA 50 MG 30 TAB,50MG,
10130,LINEX ADULT 14 CAP,لينكس للبالغين 14 كبسولة,200.0,linex adult 14 capsule,لينكس للبالغين 14 capsule,لينكس للبالغين 14 كبسولة LINEX ADULT 14 CAP,,
401,ARCOXIA 90 MG 14 TAB,اركوكسيا 90 مجم 14 قرص,239.0,arcoxia 90 mg 14 tablet,اركوكسيا 90 mg 14 tablet,اركوكسيا 90 مجم 14 قرص ARCOXIA 90 MG 14 TAB,90MG,
2584,URECARE 10%CREAM 30 GM,يوريكير 10% كريم 30 جم,15.5,urecare 10% cream 30 gm,يوريكير 10% cream 30 g,يوريكير 10% كريم 30 جم URECARE 10%CREAM 30 GM,10%,CREAM
434,SAXENDA 18 MG/ 3 ML S.C 1 PRE-FILLED PEN,ساكسندا 18مجم/3 مل 1 قلم جاهز للحقن تحت الجلد,1970.0,saxenda 18 mg 3 ml sc 1 prefilled pen,ساكسندا 18مجم3 ml 1 قلم جاهز للحقن تحت الجلد,ساكسندا 18مجم/3 مل 1 قلم جاهز للحقن تحت الجلد SAXENDA 18 MG/ 3 ML S.C 1 PRE-FILLED PEN,18MG,
3199,ALPHAVIM 600 20 CAP,الفافيم 600 مجم 20 قرص,290.0,alphavim 600 20 capsule,الفافيم 600 mg 20 tablet,الفافيم 600 مجم 20 قرص ALPHAVIM 600 20 CAP,,
409,ZOLADEX LA 10.8 MG PREF.SYRINGE,زولادكس 10.8 مجم سرنجة معبأة للحقن,4813.0,zoladex la 108 mg prefsyringe,زولادكس 108 mg سرنجة معبأة للحقن,زولادكس 10.8 مجم سرنجة معبأة للحقن ZOLADEX LA 10.8 MG PREF.SYRINGE,10.8MG,
1797,TAREG 160 MG 28 TAB,تارج 160 مجم 28 قرص,320.0,tareg 160 mg 28 tablet,تارج 160 mg 28 tablet,تارج 160 مجم 28 قرص TAREG 160 MG 28 TAB,160MG,
3385,SLEEPEZ 3 MG 30 TAB,سليبيز 3 مجم 30 قرص,81.0,sleepez 3 mg 30 tablet,سليبيز 3 mg 30 tablet,سليبيز 3 مجم 30 قرص SLEEPEZ 3 MG 30 TAB,3MG,
445,NETLOOK 20 MG 20 CAP,نت لوك 20 مجم 20 كبسول,274.0,netlook 20 mg 20 capsule,نت لوك 20 mg 20 كبسول,نت لوك 20 مجم 20 كبسول NETLOOK 20 MG 20 CAP,20MG,
11765,DICLOPRO 150 MG ID 20 TAB,ديكلوبرو 150 مجم 20 قرص,106.0,diclopro 150 mg id 20 tablet,ديكلوبرو 150 mg 20 tablet,ديكلوبرو 150 مجم 20 قرص DICLOPRO 150 MG ID 20 TAB,150MG,
855,GARAMYCIN 0.1%CREAM 15 GM,جاراميسين 0.1 % كريم 15 جم,22.0,garamycin 01% cream 15 gm,جاراميسين 01 % cream 15 g,جاراميسين 0.1 % كريم 15 جم GARAMYCIN 0.1%CREAM 15 GM,0.1%,CREAM
1873,DIGLIFLOZ 10 MG 30 TAB,ديجليفلوز 10 مجم 30 قرص,318.0,diglifloz 10 mg 30 tablet,ديجليفلوز 10 mg 30 tablet,ديجليفلوز 10 مجم 30 قرص DIGLIFLOZ 10 MG 30 TAB,10MG,
1085,MAVILOR 5 MG 30 TAB,مافيلور 5 مجم 30 قرص,105.0,mavilor 5 mg 30 tablet,مافيلور 5 mg 30 tablet,مافيلور 5 مجم 30 قرص MAVILOR 5 MG 30 TAB,5MG,
189,CELLCEPT 500 MG 50 TAB,سيلسيبت 500 مجم 50 قرص,1460.0,cellcept 500 mg 50 tablet,سيلسيبت 500 mg 50 tablet,سيلسيبت 500 مجم 50 قرص CELLCEPT 500 MG 50 TAB,500MG,
739,BLINK EYE DROP 10 ML,بلينك انتينسيف تيرز نقط عين 10مل,280.0,blink eye drops 10 ml,بلينك انتينسيف تيرز نقط عين 10مل,بلينك انتينسيف تيرز نقط عين 10مل BLINK EYE DROP 10 ML,10ML,
303,BETADINE ANTISEPTIC 10%SOLUTION 60 ML,بيتادين 10% محلول مطهر 60 مل موندى,55.0,betadine antiseptic 10% solution 60 ml,بيتادين 10% solution مطهر 60 ml موندى,بيتادين 10% محلول مطهر 60 مل موندى BETADINE ANTISEPTIC 10%SOLUTION 60 ML,10%,SOLUTION
2177,PERFECTODIL 5% TOPICAL SOLUT. 60 ML,بيرفيكتوديل 5 % محلول موضعي 60 مل,97.0,perfectodil 5% topical solut 60 ml,بيرفيكتوديل 5 % solution موضعي 60 ml,بيرفيكتوديل 5 % محلول موضعي 60 مل PERFECTODIL 5% TOPICAL SOLUT. 60 ML,5%,
208,VOLTAREN 75 MG/3 ML I.M./I.V. 6 AMP.,فولتارين 75مجم / 3 مل 6 امبول حقن,102.0,voltaren 75 mg 3 ml imiv 6 ampoule,فولتارين 75مجم 3 ml 6 ampoule injection,فولتارين 75مجم / 3 مل 6 امبول حقن VOLTAREN 75 MG/3 ML I.M./I.V. 6 AMP.,75MG,
1302,AZELAST PLUS 125/50 MCG NASAL SPRAY 25 ML,ازيلاست بلس 125/50 مكجم سبراى بالأنف 25 مل,102.0,azelast plus 12550 mcg nasal spray 25 ml,ازيلاست بلس 12550 مكجم سبراى بالأنف 25 ml,ازيلاست بلس 125/50 مكجم سبراى بالأنف 25 مل AZELAST PLUS 125/50 MCG NASAL SPRAY 25 ML,50MCG,
638,AUGRAM 1 G 14 TAB,اوجرام 1 جم 14 قرص,152.0,augram 1 g 14 tablet,اوجرام 1 g 14 tablet,اوجرام 1 جم 14 قرص AUGRAM 1 G 14 TAB,1G,
628,CONVENTIN 100 MG 30 CAP,كونفنتين 100 مجم 30 كبسول,54.0,conventin 100 mg 30 capsule,كونفنتين 100 mg 30 كبسول,كونفنتين 100 مجم 30 كبسول CONVENTIN 100 MG 30 CAP,100MG,
437,GASTROBIOTIC 550 MG 30 TAB,جاستروبيوتك 550 مجم 30 قرص,516.0,gastrobiotic 550 mg 30 tablet,جاستروبيوتك 550 mg 30 tablet,جاستروبيوتك 550 مجم 30 قرص GASTROBIOTIC 550 MG 30 TAB,550MG,
729,IKSARONT 5 MG 30 TAB,اكسارونت 5 مجم 30 قرص,357.0,iksaront 5 mg 30 tablet,اكسارونت 5 mg 30 tablet,اكسارونت 5 مجم 30 قرص IKSARONT 5 MG 30 TAB,5MG,
304,DIVIDO 75 MG 30 CAP,ديفيدو 75 مجم 30 كبسول,141.0,divido 75 mg 30 capsule,ديفيدو 75 mg 30 كبسول,ديفيدو 75 مجم 30 كبسول DIVIDO 75 MG 30 CAP,75MG,
450,DECLOPHEN 75 MG/3 ML 3 AMP.,ديكلوفين 75 مجم / 3 مل 3 امبول,36.0,declophen 75 mg 3 ml 3 ampoule,ديكلوفين 75 mg 3 ml 3 ampoule,ديكلوفين 75 مجم / 3 مل 3 امبول DECLOPHEN 75 MG/3 ML 3 AMP.,75MG,
659,KETOSTERIL 100 TAB,كيتوستريل 100 قرص,675.0,ketosteril 100 tablet,كيتوستريل 100 tablet,كيتوستريل 100 قرص KETOSTERIL 100 TAB,,
115,UNICTAM 1.5 GM I.M/I.V. VIAL,يونيكتام 1.5 جم فيال,39.0,unictam 15 gm imiv vial,يونيكتام 15 g vial,يونيكتام 1.5 جم فيال UNICTAM 1.5 GM I.M/I.V. VIAL,1.5G,VIAL
408,PRISOLINE EYE/NASAL DROPS 15 ML,بريزولين نقط 15 مل,23.0,prisoline eyenasal drops 15 ml,بريزولين نقط 15 ml,بريزولين نقط 15 مل PRISOLINE EYE/NASAL DROPS 15 ML,15ML,DROPS
594,PEPTIC CARE 14 TAB,ببتك كير 14 قرص,230.0,peptic care 14 tablet,ببتك كير 14 tablet,ببتك كير 14 قرص PEPTIC CARE 14 TAB,,
344,BETADINE ANTISEPTIC 10%SOLUTION 120 ML,بيتادين محلول مطهر 10% 120 مل موندى,80.0,betadine antiseptic 10% solution 120 ml,بيتادين solution مطهر 10% 120 ml موندى,بيتادين محلول مطهر 10% 120 مل موندى BETADINE ANTISEPTIC 10%SOLUTION 120 ML,10%,SOLUTION
1223,EFEXOR XR 150 MG 14 CAP,افيكسور اكس آر 150 مجم 14 كبسول,175.0,efexor xr 150 mg 14 capsule,افيكسور اكس آر 150 mg 14 كبسول,افيكسور اكس آر 150 مجم 14 كبسول EFEXOR XR 150 MG 14 CAP,150MG,
238,KETOFAN 50 MG 20 CAP,كيتوفان 50 مجم 20 كبسول,20.0,ketofan 50 mg 20 capsule,كيتوفان 50 mg 20 كبسول,كيتوفان 50 مجم 20 كبسول KETOFAN 50 MG 20 CAP,50MG,
1136,BLADOGRA 50 MG 30 TAB,بلادوجرا اكس ار 50 مجم 30 قرص,357.0,bladogra 50 mg 30 tablet,بلادوجرا اكس ار 50 mg 30 tablet,بلادوجرا اكس ار 50 مجم 30 قرص BLADOGRA 50 MG 30 TAB,50MG,
308,VITACID C 1 G 12 EFF. TAB,فيتاسيد سي 1 جم فوار 12 قرص,36.5,vitacid c 1 g 12 eff tablet,فيتاسيد سي 1 g فوار 12 tablet,فيتاسيد سي 1 جم فوار 12 قرص VITACID C 1 G 12 EFF. TAB,1G,
1007,ENTRESTO 200 MG (103/97) 56 TAB,انتريستو 200 مجم 56 قرص,3559.0,entresto 200 mg 10397 56 tablet,انتريستو 200 mg 56 tablet,انتريستو 200 مجم 56 قرص ENTRESTO 200 MG (103/97) 56 TAB,200MG,
233,CAL HEPARINE 5000 I.U. 3 AMP,كال-هيبارين 5000 وحدة دولية 3 امبول,142.0,cal heparine 5000 iu 3 ampoule,كالهيبارين 5000 iu 3 ampoule,كال-هيبارين 5000 وحدة دولية 3 امبول CAL HEPARINE 5000 I.U. 3 AMP,,
281,HIBIOTIC N 600 MG SUSP. 80 ML,هاي بيوتك ان 600مجم/5مل شراب معلق 80 مل,92.0,hibiotic n 600 mg suspension 80 ml,هاي بيوتك ان 600مجم5مل syrup suspension 80 ml,هاي بيوتك ان 600مجم/5مل شراب معلق 80 مل HIBIOTIC N 600 MG SUSP. 80 ML,600MG,
1020,SIRDALUD 4 MG 20 TAB,سيردالود 4 مجم 20 قرص,70.0,sirdalud 4 mg 20 tablet,سيردالود 4 mg 20 tablet,سيردالود 4 مجم 20 قرص SIRDALUD 4 MG 20 TAB,4MG,
80,LANTUS 100 I.U./ ML 5 CARTRIDGE,لانتوس 100 وحدة 5 خرطوشة,1107.0,lantus 100 iu ml 5 cartridge,لانتوس 100 وحدة 5 خرطوشة,لانتوس 100 وحدة 5 خرطوشة LANTUS 100 I.U./ ML 5 CARTRIDGE,,
1449,XILONE FORTE 15 MG/5ML SYRUP 100 ML,زيلون فورت 15 مجم/5 مل شراب 100 مل,69.0,xilone forte 15 mg 5ml syrup 100 ml,زيلون فورت 15 mg 5 ml syrup 100 ml,زيلون فورت 15 مجم/5 مل شراب 100 مل XILONE FORTE 15 MG/5ML SYRUP 100 ML,15MG,SYRUP
9770,NACTALIA 2 MILK 400 GM,نكتاليا 2 لبن 400 جم,240.0,nactalia 2 milk 400 gm,نكتاليا 2 لبن 400 g,نكتاليا 2 لبن 400 جم NACTALIA 2 MILK 400 GM,400G,
1567,FARMACTIVE SILVER SPRAY 125 ML,فارماكتيف سيلفر بخاخ 125 مل,699.0,farmactive silver spray 125 ml,فارماكتيف سيلفر بخاخ 125 ml,فارماكتيف سيلفر بخاخ 125 مل FARMACTIVE SILVER SPRAY 125 ML,125ML,
510,VOLTAREN 1%EMULGEL 25 GM,فولتارين 1% ايملجيل 25 جم,39.0,voltaren 1%emulgel 25 gm,فولتارين 1% ايملجيل 25 g,فولتارين 1% ايملجيل 25 جم VOLTAREN 1%EMULGEL 25 GM,1%,GEL
563,JARDIANCE 25 MG 30 TAB,جارديانس 25 مجم 30 قرص,626.0,jardiance 25 mg 30 tablet,جارديانس 25 mg 30 tablet,جارديانس 25 مجم 30 قرص JARDIANCE 25 MG 30 TAB,25MG,
480,IKSARONT 2.50 MG 30 TAB,اكسارونت 2.5 مجم 30 قرص,330.0,iksaront 250 mg 30 tablet,اكسارونت 25 mg 30 tablet,اكسارونت 2.5 مجم 30 قرص IKSARONT 2.50 MG 30 TAB,2.50MG,
725,AUGMENTIN 457 MG/5 ML SUSP. 70 ML,اوجمنتين 457مجم/5مل شراب معلق 70 مل,137.0,augmentin 457 mg 5 ml suspension 70 ml,اوجمنتين 457مجم5مل syrup suspension 70 ml,اوجمنتين 457مجم/5مل شراب معلق 70 مل AUGMENTIN 457 MG/5 ML SUSP. 70 ML,457MG,
218,RIVO 320 MG 200 TAB,ريفو 320 مجم 200 قرص,141.0,rivo 320 mg 200 tablet,ريفو 320 mg 200 tablet,ريفو 320 مجم 200 قرص RIVO 320 MG 200 TAB,320MG,
1406,XOLAMOL EYE DROPS 5 ML,زولامول قطرة عين 5 مل,82.0,xolamol eye drops 5 ml,زولامول drops عين 5 ml,زولامول قطرة عين 5 مل XOLAMOL EYE DROPS 5 ML,5ML,DROPS
5967,TIRATAM 1000 MG 30 TAB,تيراتام 1000 مجم 30 قرص,288.0,tiratam 1000 mg 30 tablet,تيراتام 1000 mg 30 tablet,تيراتام 1000 مجم 30 قرص TIRATAM 1000 MG 30 TAB,1000MG,
413,VIGAMOX EYE DROPS 0.5 % 5 ML,فيجاموكس 0.5 % قطرة عين 5 مل,88.0,vigamox eye drops 05 % 5 ml,فيجاموكس 05 % drops عين 5 ml,فيجاموكس 0.5 % قطرة عين 5 مل VIGAMOX EYE DROPS 0.5 % 5 ML,0.5%,DROPS
203,CHOLEROSE 10 MG 21 TAB,كوليروز 10 مجم 21 قرص,102.0,cholerose 10 mg 21 tablet,كوليروز 10 mg 21 tablet,كوليروز 10 مجم 21 قرص CHOLEROSE 10 MG 21 TAB,10MG,
1168,DIACURIMAP 25 MG 30 TAB,دياكيوريماب 25 مجم 30 قرص,204.0,diacurimap 25 mg 30 tablet,دياكيوريماب 25 mg 30 tablet,دياكيوريماب 25 مجم 30 قرص DIACURIMAP 25 MG 30 TAB,25MG,
40,XORAXON 1 GM I.M VIAL,زوراكسون 1 جم فيال عضل,39.0,xoraxon 1 gm im vial,زوراكسون 1 g vial عضل,زوراكسون 1 جم فيال عضل XORAXON 1 GM I.M VIAL,1G,VIAL
1661,QUADRIDERM CREAM 30 GM,كوادريديرم كريم 30 جم,48.0,quadriderm cream 30 gm,كوادريديرم cream 30 g,كوادريديرم كريم 30 جم QUADRIDERM CREAM 30 GM,30G,CREAM
429,TRULICITY 1.5MG/0.5 ML 4  PRE-FILLED PENS,تروليسيتي 1.5مجم/0.5مل 4 قلم جاهز للحقن,3250.0,trulicity 15mg05 ml 4 prefilled pens,تروليسيتي 15مجم05مل 4 قلم جاهز للحقن,تروليسيتي 1.5مجم/0.5مل 4 قلم جاهز للحقن TRULICITY 1.5MG/0.5 ML 4  PRE-FILLED PENS,1.5MG,
10659,SHAAN BODY MILK 300 ML,شان لوشن للجسم 300 مل,200.0,shaan body milk 300 ml,شان لوشن للجسم 300 ml,شان لوشن للجسم 300 مل SHAAN BODY MILK 300 ML,300ML,
931,CYSTONE 60 TAB,سيستون 60 قرص,98.0,cystone 60 tablet,سيستون 60 tablet,سيستون 60 قرص CYSTONE 60 TAB,,
1184,NORVASC 10 MG 15 TAB,نورفاسك 10 مجم 15 قرص,96.0,norvasc 10 mg 15 tablet,نورفاسك 10 mg 15 tablet,نورفاسك 10 مجم 15 قرص NORVASC 10 MG 15 TAB,10MG,
12017,VITATRON 30 CAP,فيتاترون 30 كبسول,150.0,vitatron 30 capsule,فيتاترون 30 كبسول,فيتاترون 30 كبسول VITATRON 30 CAP,,
1173,DOWNOPRAZOL 40 MG 7 SACHETS,داونوبرازول 40/1680 مجم 7 كيس,42.0,downoprazol 40 mg 7 sachets,داونوبرازول 401680 mg 7 كيس,داونوبرازول 40/1680 مجم 7 كيس DOWNOPRAZOL 40 MG 7 SACHETS,40MG,
255,FUCICORT CREAM 15 GM,فيوسيكورت كريم 15 جم,32.0,fucicort cream 15 gm,فيوسيكورت cream 15 g,فيوسيكورت كريم 15 جم FUCICORT CREAM 15 GM,15G,CREAM
1687,OMEGAPRESS 0.2 MG 30 TAB,اوميجا برس 0.2 مجم 30 قرص,411.0,omegapress 02 mg 30 tablet,اوميجا برس 02 mg 30 tablet,اوميجا برس 0.2 مجم 30 قرص OMEGAPRESS 0.2 MG 30 TAB,0.2MG,
207,MEBO 0.25% OINT. 15 GM,ميبو 0.25 % مرهم 15 جم,109.0,mebo 025% oint 15 gm,ميبو 025 % ointment 15 g,ميبو 0.25 % مرهم 15 جم MEBO 0.25% OINT. 15 GM,0.25%,
461,HERO BABY NUTRADEFENSE PLUS 2 MILK 400 GM,هيرو بيبي نيوتراديفينس بلس 2 لبن 400 جم,319.0,hero baby nutradefense plus 2 milk 400 gm,هيرو بيبي نيوتراديفينس بلس 2 لبن 400 g,هيرو بيبي نيوتراديفينس بلس 2 لبن 400 جم HERO BABY NUTRADEFENSE PLUS 2 MILK 400 GM,400G,
532,ATACAND PLUS 16/12.5 MG 14 TAB,اتاكاند بلس 16/12.5مجم 14 قرص,116.0,atacand plus 16125 mg 14 tablet,اتاكاند بلس 16125مجم 14 tablet,اتاكاند بلس 16/12.5مجم 14 قرص ATACAND PLUS 16/12.5 MG 14 TAB,12.5MG,
515,FLAGYL 125 MG/5 ML SUSP. 100 ML,فلاجيل 125 مجم / 5 مل شراب معلق 100 مل,16.0,flagyl 125 mg 5 ml suspension 100 ml,فلاجيل 125 mg 5 ml syrup suspension 100 ml,فلاجيل 125 مجم / 5 مل شراب معلق 100 مل FLAGYL 125 MG/5 ML SUSP. 100 ML,125MG,
9779,PECTOL-LEMON +VIT.C FRESH LOZENGES 8 * 24 STRIP,بيكتول ليمون,600.0,pectollemon vitc fresh lozenges 8 * 24 strip,بيكتول ليمون,بيكتول ليمون PECTOL-LEMON +VIT.C FRESH LOZENGES 8 * 24 STRIP,,STRIP
1061,HERO BABY DIGEST MILK 400 GM,هيرو بيبي دايجست لبن 400 جم,329.0,hero baby digest milk 400 gm,هيرو بيبي دايجست لبن 400 g,هيرو بيبي دايجست لبن 400 جم HERO BABY DIGEST MILK 400 GM,400G,
332,FEBURIC 80 MG 30 TAB,فبيوريك 80 مجم 30 قرص,139.5,feburic 80 mg 30 tablet,فبيوريك 80 mg 30 tablet,فبيوريك 80 مجم 30 قرص FEBURIC 80 MG 30 TAB,80MG,
619,SYMBICORT 320/9 MCG TURBUHALER 60 DOSE,سيمبيكورت 320/9مكجم تربوهيلر 60 جرعة,332.0,symbicort 3209 mcg turbuhaler 60 dose,سيمبيكورت 3209مكجم تربوهيلر 60 جرعة,سيمبيكورت 320/9مكجم تربوهيلر 60 جرعة SYMBICORT 320/9 MCG TURBUHALER 60 DOSE,9MCG,
11877,BIOLEGAM 100/60 MG 4 TAB,بايولجام 100/60 مجم 4 قرص,96.0,biolegam 10060 mg 4 tablet,بايولجام 10060 mg 4 tablet,بايولجام 100/60 مجم 4 قرص BIOLEGAM 100/60 MG 4 TAB,60MG,
10929,MAALOX PLUS ORAL SUSP. 250 ML,مالوكس بلس شراب معلق 250 مل,100.0,maalox plus oral suspension 250 ml,مالوكس بلس syrup suspension 250 ml,مالوكس بلس شراب معلق 250 مل MAALOX PLUS ORAL SUSP. 250 ML,250ML,
1217,PANTHENOL 2%CREAM 20 GM,بانثينول 2 % كريم 20 جم,28.0,panthenol 2% cream 20 gm,بانثينول 2 % cream 20 g,بانثينول 2 % كريم 20 جم PANTHENOL 2%CREAM 20 GM,2%,CREAM
1062,CLOZAPEX 100 MG 50 TAB,كلوزابكس 100 مجم 50 قرص,135.0,clozapex 100 mg 50 tablet,كلوزابكس 100 mg 50 tablet,كلوزابكس 100 مجم 50 قرص CLOZAPEX 100 MG 50 TAB,100MG,
10191,VONACIDAN 20 MG 20 TAB,فوناسيدان 20 مجم  20 قرص,138.0,vonacidan 20 mg 20 tablet,فوناسيدان 20 mg 20 tablet,فوناسيدان 20 مجم  20 قرص VONACIDAN 20 MG 20 TAB,20MG,
11763,DIACURIMAP PLUS 25/5 MG 30 TAB,دياكيوريماب بلس 25/5 مجم 30 قرص,354.0,diacurimap plus 255 mg 30 tablet,دياكيوريماب بلس 255 mg 30 tablet,دياكيوريماب بلس 25/5 مجم 30 قرص DIACURIMAP PLUS 25/5 MG 30 TAB,5MG,
5015,EPICOPRED 5 MG 30 ORO-DISPERSIBLE TAB,ابيكوبرد 5 مجم 30 قرص سريع الذوبان بالفم,69.0,epicopred 5 mg 30 orodispersible tablet,ابيكوبرد 5 mg 30 tablet سريع الذوبان بالفم,ابيكوبرد 5 مجم 30 قرص سريع الذوبان بالفم EPICOPRED 5 MG 30 ORO-DISPERSIBLE TAB,5MG,
3509,FLACORT 30 MG 20 TAB,فلاكورت 30 مجم 20 قرص,164.0,flacort 30 mg 20 tablet,فلاكورت 30 mg 20 tablet,فلاكورت 30 مجم 20 قرص FLACORT 30 MG 20 TAB,30MG,
1876,PREDSOL 5 MG/5ML SYRUP 50 ML,بريدسول 5 مجم / 5 مل شراب 50 مل,29.0,predsol 5 mg 5ml syrup 50 ml,بريدسول 5 mg 5 ml syrup 50 ml,بريدسول 5 مجم / 5 مل شراب 50 مل PREDSOL 5 MG/5ML SYRUP 50 ML,5MG,SYRUP
630,SUGARLO PLUS 50 / 850 MG 30 TAB,شوجارلو بلس 50 -850 مجم 30 قرص,132.0,sugarlo plus 50 850 mg 30 tablet,شوجارلو بلس 50 850 mg 30 tablet,شوجارلو بلس 50 -850 مجم 30 قرص SUGARLO PLUS 50 / 850 MG 30 TAB,850MG,
779,VOLTAREN S.R 100 MG 20 TAB,فولتارين اس ار 100 مجم 20 قرص,132.0,voltaren sr 100 mg 20 tablet,فولتارين اس ار 100 mg 20 tablet,فولتارين اس ار 100 مجم 20 قرص VOLTAREN S.R 100 MG 20 TAB,100MG,
1025,NEXIUM 20 MG 28 TAB,نكسيام 20 مجم 28 قرص,226.0,nexium 20 mg 28 tablet,نكسيام 20 mg 28 tablet,نكسيام 20 مجم 28 قرص NEXIUM 20 MG 28 TAB,20MG,
569,POWERCAPS 20 CAP,باور كابس 20 كبسولة,40.0,powercaps 20 capsule,باور كابس 20 capsule,باور كابس 20 كبسولة POWERCAPS 20 CAP,,
1300,QUITAPEX 200 MG 30 TAB,كويتابكس 200 مجم 30 قرص,261.0,quitapex 200 mg 30 tablet,كويتابكس 200 mg 30 tablet,كويتابكس 200 مجم 30 قرص QUITAPEX 200 MG 30 TAB,200MG,
1083,MADDOVIT 30 TAB,مادوفيت 30 قرص,390.0,maddovit 30 tablet,مادوفيت 30 tablet,مادوفيت 30 قرص MADDOVIT 30 TAB,,
459,HIBIOTIC N 457 MG/5 ML SUSP. 60 ML,هاي بيوتك ان 457 مجم/5مل شراب معلق 60 مل,54.0,hibiotic n 457 mg 5 ml suspension 60 ml,هاي بيوتك ان 457 mg 5مل syrup suspension 60 ml,هاي بيوتك ان 457 مجم/5مل شراب معلق 60 مل HIBIOTIC N 457 MG/5 ML SUSP. 60 ML,457MG,
9205,SHAAN GEL 120 GM,شان جيل ملطف 120 جم,170.0,shaan gel 120 gm,شان جيل ملطف 120 g,شان جيل ملطف 120 جم SHAAN GEL 120 GM,120G,GEL
337,ERASTAPEX PLUS 20 MG/12.5 TAB,ايراستابكس بلس 20/12.5 مجم 30 قرص,78.0,erastapex plus 20 mg 125 tablet,ايراستابكس بلس 20125 mg 30 tablet,ايراستابكس بلس 20/12.5 مجم 30 قرص ERASTAPEX PLUS 20 MG/12.5 TAB,20MG,
11,MIXTARD 30 HM 100 I.U./ML 5 * 3 ML PENFILL,ميكستارد 30 اتش ام 100 وحدة دولية/مل 5 خرطوش 3 مل,338.0,mixtard 30 hm 100 iu ml 5 * 3 ml penfill,ميكستارد 30 اتش ام 100 iu ml 5 خرطوش 3 ml,ميكستارد 30 اتش ام 100 وحدة دولية/مل 5 خرطوش 3 مل MIXTARD 30 HM 100 I.U./ML 5 * 3 ML PENFILL,3ML,
425,CHROMAX 60 CAP,كروماكس 60 كبسول,150.0,chromax 60 capsule,كروماكس 60 كبسول,كروماكس 60 كبسول CHROMAX 60 CAP,,
1049,XILONE 5 MG/5ML SYRUP 100 ML,زيلون 5مجم/5مل شراب 100 مل,34.0,xilone 5 mg 5ml syrup 100 ml,زيلون 5مجم5مل syrup 100 ml,زيلون 5مجم/5مل شراب 100 مل XILONE 5 MG/5ML SYRUP 100 ML,5MG,SYRUP
968,VOLTAREN 1%EMULGEL 100 GM,فولتارين 1% ايملجيل 100 جم,101.0,voltaren 1%emulgel 100 gm,فولتارين 1% ايملجيل 100 g,فولتارين 1% ايملجيل 100 جم VOLTAREN 1%EMULGEL 100 GM,1%,GEL
956,QUITAPEX 100 MG 30 TAB,كويتابكس 100 مجم 30 قرص,186.0,quitapex 100 mg 30 tablet,كويتابكس 100 mg 30 tablet,كويتابكس 100 مجم 30 قرص QUITAPEX 100 MG 30 TAB,100MG,
9953,CENTRUM WITH LUTEIN ADULT 100 TAB,سنترم مع لوتين للكبار 100 قرص,680.0,centrum with lutein adult 100 tablet,سنترم مع لوتين للكبار 100 tablet,سنترم مع لوتين للكبار 100 قرص CENTRUM WITH LUTEIN ADULT 100 TAB,,
9954,CENTRUM SILVER WITH LUTEIN ADULT 30 TAB,سنترم سيلفر مع لوتين للكبار 30 قرص,275.0,centrum silver with lutein adult 30 tablet,سنترم سيلفر مع لوتين للكبار 30 tablet,سنترم سيلفر مع لوتين للكبار 30 قرص CENTRUM SILVER WITH LUTEIN ADULT 30 TAB,,
1916,RELAXON 30 CAP,ريلاكسون 30 كبسولة,40.5,relaxon 30 capsule,ريلاكسون 30 capsule,ريلاكسون 30 كبسولة RELAXON 30 CAP,,
603,FUNGICAN 150 MG 2 CAP,فنجيكان 150 مجم 2 كبسول,47.0,fungican 150 mg 2 capsule,فنجيكان 150 mg 2 كبسول,فنجيكان 150 مجم 2 كبسول FUNGICAN 150 MG 2 CAP,150MG,
682,PEDIASURE VANILIA MILK 400 GM,بدياشور كومبليت لبن فانيليا 400 جم,442.8,pediasure vanilia milk 400 gm,بدياشور كومبليت لبن فانيليا 400 g,بدياشور كومبليت لبن فانيليا 400 جم PEDIASURE VANILIA MILK 400 GM,400G,
9842,DECAPRENO 200.000 I.U AMP. 1 * 1 ML,ديكابرينو امبول 1 مل,39.0,decapreno 200000 iu ampoule 1 * 1 ml,ديكابرينو ampoule 1 ml,ديكابرينو امبول 1 مل DECAPRENO 200.000 I.U AMP. 1 * 1 ML,1ML,
637,SELENIUM-ACE 30 TAB,سيلينيوم ايه سي اي 30 قرص,130.0,seleniumace 30 tablet,سيلينيوم ايه سي اي 30 tablet,سيلينيوم ايه سي اي 30 قرص SELENIUM-ACE 30 TAB,,
601,VITAYAMI 30 TAB,فيتايامي 30 قرص,67.5,vitayami 30 tablet,فيتايامي 30 tablet,فيتايامي 30 قرص VITAYAMI 30 TAB,,
